gameid,date,season,type,player,team,MIN,FGA,FTA,TOV,PTS,USG%,TS%,eFG%,raptor_offense,raptor_defense,raptor_total,war_total,team5yoffrating,team5yeoff_rating,total_MIN_played,USG,TS,OffStr_1
41800162,2019-04-16,2019,playoff,Damian Lillard,POR,37,21,7,2,29,30.668338241153776,0.6021594684385383,0.5714285714285714,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,30.668338241153776,0.6021594684385383,True
41800163,2019-04-19,2019,playoff,Damian Lillard,POR,37,21,10,4,32,34.33081701278187,0.6299212598425197,0.5476190476190477,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,34.33081701278187,0.6299212598425197,True
41800164,2019-04-21,2019,playoff,Damian Lillard,POR,41,19,6,4,24,26.995814588898657,0.5545286506469501,0.4736842105263157,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,26.995814588898657,0.5545286506469501,True
41800165,2019-04-23,2019,playoff,Damian Lillard,POR,45,33,8,6,50,39.39772990502664,0.6845564074479736,0.6666666666666666,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,39.39772990502664,0.6845564074479736,True
41800231,2019-04-29,2019,playoff,Damian Lillard,POR,43,21,13,6,39,33.406011311791936,0.7297904191616766,0.6666666666666666,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,33.406011311791936,0.7297904191616766,True
41800232,2019-05-01,2019,playoff,Damian Lillard,POR,39,17,4,3,14,25.90860135368806,0.3731343283582089,0.3235294117647059,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,25.90860135368806,0.3731343283582089,True
41800233,2019-05-03,2019,playoff,Damian Lillard,POR,58,24,6,2,28,22.487229463221777,0.5255255255255256,0.4583333333333333,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,22.487229463221777,0.5255255255255256,True
41800234,2019-05-05,2019,playoff,Damian Lillard,POR,36,22,11,2,28,35.49975381585426,0.5216095380029806,0.4545454545454545,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,35.49975381585426,0.5216095380029806,True
41800235,2019-05-07,2019,playoff,Damian Lillard,POR,32,21,5,1,22,30.843643344709896,0.4741379310344827,0.4761904761904761,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,30.843643344709896,0.4741379310344827,True
41800236,2019-05-09,2019,playoff,Damian Lillard,POR,36,23,4,5,32,35.832134292565954,0.6462035541195477,0.6086956521739131,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,35.832134292565954,0.6462035541195477,True
41800237,2019-05-12,2019,playoff,Damian Lillard,POR,45,17,6,1,13,20.38328994669642,0.3309572301425661,0.2352941176470588,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,20.38328994669642,0.3309572301425661,True
41800311,2019-05-14,2019,playoff,Damian Lillard,POR,37,12,9,7,19,25.530569672018157,0.5952380952380952,0.4166666666666667,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,25.530569672018157,0.5952380952380952,True
41800312,2019-05-16,2019,playoff,Damian Lillard,POR,43,16,7,2,23,22.099896466821527,0.6027253668763103,0.53125,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,22.099896466821527,0.6027253668763103,True
41800313,2019-05-18,2019,playoff,Damian Lillard,POR,40,18,8,5,19,28.674809989142236,0.441449814126394,0.3611111111111111,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,28.674809989142236,0.441449814126394,True
41800314,2019-05-20,2019,playoff,Damian Lillard,POR,44,24,2,4,28,30.408455181182447,0.5627009646302251,0.5416666666666666,6.778516144,-0.381945411,6.396570733,13.34053237,116.9090909090909,114.2909090909091,652,30.408455181182447,0.5627009646302251,True
41800161,2019-04-14,2019,playoff,Seth Curry,POR,16,6,0,0,8,15.533310321021748,0.6666666666666666,0.6666666666666666,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,15.533310321021748,0.6666666666666666,True
41800162,2019-04-16,2019,playoff,Seth Curry,POR,18,5,0,0,9,12.085980262895042,0.9,0.9,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,12.085980262895042,0.9,True
41800164,2019-04-21,2019,playoff,Seth Curry,POR,14,3,0,0,0,9.250293053361194,0.0,0.0,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,9.250293053361194,0.0,True
41800165,2019-04-23,2019,playoff,Seth Curry,POR,27,8,0,0,7,12.35425835842792,0.4375,0.4375,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,12.35425835842792,0.4375,True
41800231,2019-04-29,2019,playoff,Seth Curry,POR,16,3,3,0,4,11.85341660543718,0.4629629629629629,0.5,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,11.85341660543718,0.4629629629629629,True
41800232,2019-05-01,2019,playoff,Seth Curry,POR,17,4,0,0,3,10.925988892666895,0.375,0.375,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,10.925988892666895,0.375,True
41800233,2019-05-03,2019,playoff,Seth Curry,POR,20,6,2,0,5,15.66568443611037,0.3633720930232558,0.25,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,15.66568443611037,0.3633720930232558,True
41800234,2019-05-05,2019,playoff,Seth Curry,POR,27,9,0,1,16,16.412276382734287,0.8888888888888888,0.8888888888888888,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,16.412276382734287,0.8888888888888888,True
41800235,2019-05-07,2019,playoff,Seth Curry,POR,26,10,0,0,7,15.686531898135993,0.35,0.35,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,15.686531898135993,0.35,True
41800236,2019-05-09,2019,playoff,Seth Curry,POR,21,3,0,1,3,8.256252141144227,0.5,0.5,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,8.256252141144227,0.5,True
41800237,2019-05-12,2019,playoff,Seth Curry,POR,16,2,0,0,0,5.5550390479732235,0.0,0.0,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,5.5550390479732235,0.0,True
41800311,2019-05-14,2019,playoff,Seth Curry,POR,19,7,0,0,3,15.15775157035738,0.2142857142857142,0.2142857142857142,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,15.15775157035738,0.2142857142857142,True
41800312,2019-05-16,2019,playoff,Seth Curry,POR,29,9,2,1,16,16.912935227111475,0.8097165991902834,0.7777777777777778,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,16.912935227111475,0.8097165991902834,True
41800313,2019-05-18,2019,playoff,Seth Curry,POR,30,6,0,1,5,10.091687778984197,0.4166666666666667,0.4166666666666667,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,10.091687778984197,0.4166666666666667,True
41800314,2019-05-20,2019,playoff,Seth Curry,POR,15,1,1,1,1,7.536130536130536,0.3472222222222222,0.0,0.131737555,2.739371882,2.871109436,0.953605426,116.9090909090909,114.2909090909091,311,7.536130536130536,0.3472222222222222,True
41800161,2019-04-14,2019,playoff,Zach Collins,POR,14,1,0,2,2,8.876177326298142,1.0,1.0,-1.090822904,0.821034621,-0.269788283,0.356569766,116.9090909090909,114.2909090909091,265,8.876177326298142,1.0,True
41800162,2019-04-16,2019,playoff,Zach Collins,POR,14,5,0,3,6,24.862587969384087,0.6,0.6,-1.090822904,0.821034621,-0.269788283,0.356569766,116.9090909090909,114.2909090909091,265,24.862587969384087,0.6,True
41800163,2019-04-19,2019,playoff,Zach Collins,POR,14,2,0,0,4,6.17220714029606,1.0,1.0,-1.090822904,0.821034621,-0.269788283,0.356569766,116.9090909090909,114.2909090909091,265,6.17220714029606,1.0,True
41800164,2019-04-21,2019,playoff,Zach Collins,POR,16,5,4,2,10,23.63449875133785,0.7396449704142012,0.7,-1.090822904,0.821034621,-0.269788283,0.356569766,116.9090909090909,114.2909090909091,265,23.63449875133785,0.7396449704142012,True
41800165,2019-04-23,2019,playoff,Zach Collins,POR,10,4,0,0,2,16.67824878387769,0.25,0.25,-1.090822904,0.821034621,-0.269788283,0.356569766,116.9090909090909,114.2909090909091,265,16.67824878387769,0.25,True
41800231,2019-04-29,2019,playoff,Zach Collins,POR,19,3,0,2,4,11.553037627131754,0.6666666666666666,0.6666666666666666,-1.090822904,0.821034621,-0.269788283,0.356569766,116.9090909090909,114.2909090909091,265,11.553037627131754,0.6666666666666666,True
